year,sex,name,n,prop
1990,F,Atiya,24,1.168e-5
1990,F,Basia,24,1.168e-5
1990,F,Britiany,24,1.168e-5
1990,F,Callista,24,1.168e-5
1990,F,Carlita,24,1.168e-5
1990,F,Carman,24,1.168e-5
1990,F,Carri,24,1.168e-5
1990,F,Cassia,24,1.168e-5
1990,F,Chaniece,24,1.168e-5
1990,F,Chaniqua,24,1.168e-5
1990,F,Charnae,24,1.168e-5
1990,F,Cherrell,24,1.168e-5
1990,F,Chi,24,1.168e-5
1990,F,Chioma,24,1.168e-5
1990,F,Crissy,24,1.168e-5
1990,F,Crystalyn,24,1.168e-5
1990,F,Denia,24,1.168e-5
1990,F,Denika,24,1.168e-5
1990,F,Derika,24,1.168e-5
1990,F,Destin,24,1.168e-5
1990,F,Effie,24,1.168e-5
1990,F,Emmie,24,1.168e-5
1990,F,Giavanna,24,1.168e-5
1990,F,Halli,24,1.168e-5
1990,F,Ieasha,24,1.168e-5
1990,F,Ila,24,1.168e-5
1990,F,Jacquelynne,24,1.168e-5
1990,F,Jasamine,24,1.168e-5
1990,F,Jasman,24,1.168e-5
1990,F,Joslin,24,1.168e-5
1990,F,Julieanna,24,1.168e-5
1990,F,Jyssica,24,1.168e-5
1990,F,Kailie,24,1.168e-5
1990,F,Kamryn,24,1.168e-5
1990,F,Karleen,24,1.168e-5
1990,F,Katrin,24,1.168e-5
1990,F,Keelie,24,1.168e-5
1990,F,Kendrea,24,1.168e-5
1990,F,Kenzi,24,1.168e-5
1990,F,Kerriann,24,1.168e-5
1990,F,Kymberli,24,1.168e-5
1990,F,Lan,24,1.168e-5
1990,F,Lasasha,24,1.168e-5
1990,F,Lashana,24,1.168e-5
1990,F,Latoshia,24,1.168e-5
1990,F,Ligia,24,1.168e-5
1990,F,Linzie,24,1.168e-5
1990,F,Lisett,24,1.168e-5
1990,F,Lissett,24,1.168e-5
1990,F,Lizbet,24,1.168e-5
1990,F,Lyn,24,1.168e-5
1990,F,Madonna,24,1.168e-5
1990,F,Mariadejesus,24,1.168e-5
1990,F,Mario,24,1.168e-5
1990,F,Massiel,24,1.168e-5
1990,F,Matilde,24,1.168e-5
1990,F,Mattea,24,1.168e-5
1990,F,Milagro,24,1.168e-5
1990,F,Natoshia,24,1.168e-5
1990,F,Neely,24,1.168e-5
1990,F,Nicholette,24,1.168e-5
1990,F,Nola,24,1.168e-5
1990,F,Quinisha,24,1.168e-5
1990,F,Rafaela,24,1.168e-5
1990,F,Raleigh,24,1.168e-5
1990,F,Randall,24,1.168e-5
1990,F,Ravensymone,24,1.168e-5
1990,F,Rhiana,24,1.168e-5
1990,F,Ria,24,1.168e-5
1990,F,Ruthann,24,1.168e-5
1990,F,Samanth,24,1.168e-5
1990,F,Sayra,24,1.168e-5
1990,F,Scott,24,1.168e-5
1990,F,Season,24,1.168e-5
1990,F,Shaley,24,1.168e-5
1990,F,Shalisha,24,1.168e-5
1990,F,Sharrell,24,1.168e-5
1990,F,Shawnice,24,1.168e-5
1990,F,Shenna,24,1.168e-5
1990,F,Sherie,24,1.168e-5
1990,F,Siarra,24,1.168e-5
1990,F,Silvana,24,1.168e-5
1990,F,Siomara,24,1.168e-5
1990,F,Stepanie,24,1.168e-5
1990,F,Subrina,24,1.168e-5
1990,F,Taneesha,24,1.168e-5
1990,F,Tarryn,24,1.168e-5
1990,F,Taya,24,1.168e-5
1990,F,Tenaya,24,1.168e-5
1990,F,Tesa,24,1.168e-5
1990,F,Teshia,24,1.168e-5
1990,F,Tiah,24,1.168e-5
1990,F,Tiffanee,24,1.168e-5
1990,F,Timeka,24,1.168e-5
1990,F,Tobi,24,1.168e-5
1990,F,Tonja,24,1.168e-5
1990,F,Tyiesha,24,1.168e-5
1990,F,Vy,24,1.168e-5
1990,F,Yohana,24,1.168e-5
1990,F,Aaren,23,1.12e-5
1990,F,Adia,23,1.12e-5
1990,F,Adreana,23,1.12e-5
1990,F,Adrina,23,1.12e-5
1990,F,Agnieszka,23,1.12e-5
1990,F,Ahna,23,1.12e-5
1990,F,Airel,23,1.12e-5
1990,F,Aleida,23,1.12e-5
1990,F,Alesandra,23,1.12e-5
1990,F,Alicen,23,1.12e-5
1990,F,Allycia,23,1.12e-5
1990,F,Anabelle,23,1.12e-5
1990,F,Analaura,23,1.12e-5
1990,F,Anayeli,23,1.12e-5
1990,F,Anica,23,1.12e-5
1990,F,Argelia,23,1.12e-5
1990,F,Aris,23,1.12e-5
1990,F,Arriel,23,1.12e-5
1990,F,Ashlynne,23,1.12e-5
1990,F,Aubri,23,1.12e-5
1990,F,August,23,1.12e-5
1990,F,Azalea,23,1.12e-5
1990,F,Azure,23,1.12e-5
1990,F,Baylie,23,1.12e-5
1990,F,Bliss,23,1.12e-5
1990,F,Bryttani,23,1.12e-5
1990,F,Cailee,23,1.12e-5
1990,F,Camellia,23,1.12e-5
1990,F,Camryn,23,1.12e-5
1990,F,Carline,23,1.12e-5
1990,F,Carrisa,23,1.12e-5
1990,F,Cassandre,23,1.12e-5
1990,F,Catina,23,1.12e-5
1990,F,Caylin,23,1.12e-5
1990,F,Cesily,23,1.12e-5
1990,F,Chancey,23,1.12e-5
1990,F,Chelcee,23,1.12e-5
1990,F,Chole,23,1.12e-5
1990,F,Christene,23,1.12e-5
1990,F,Chrystina,23,1.12e-5
1990,F,Coretta,23,1.12e-5
1990,F,Damara,23,1.12e-5
1990,F,Damonica,23,1.12e-5
1990,F,Danni,23,1.12e-5
1990,F,Darleen,23,1.12e-5
1990,F,Davita,23,1.12e-5
1990,F,Denee,23,1.12e-5
1990,F,Dinora,23,1.12e-5
1990,F,Ellyse,23,1.12e-5
1990,F,Enid,23,1.12e-5
1990,F,Ericca,23,1.12e-5
1990,F,Frederica,23,1.12e-5
1990,F,Gao,23,1.12e-5
1990,F,Genie,23,1.12e-5
1990,F,Gregory,23,1.12e-5
1990,F,Hanh,23,1.12e-5
1990,F,Huong,23,1.12e-5
1990,F,Irina,23,1.12e-5
1990,F,Jaden,23,1.12e-5
1990,F,Jamye,23,1.12e-5
1990,F,Jaquana,23,1.12e-5
1990,F,Jera,23,1.12e-5
1990,F,Jerry,23,1.12e-5
1990,F,Jesi,23,1.12e-5
1990,F,Jonisha,23,1.12e-5
1990,F,Jonni,23,1.12e-5
1990,F,Jovonna,23,1.12e-5
1990,F,Kaeley,23,1.12e-5
1990,F,Kailin,23,1.12e-5
1990,F,Karessa,23,1.12e-5
1990,F,Karisha,23,1.12e-5
1990,F,Kasara,23,1.12e-5
1990,F,Katelan,23,1.12e-5
1990,F,Kathyrn,23,1.12e-5
1990,F,Katty,23,1.12e-5
1990,F,Kayln,23,1.12e-5
1990,F,Kayse,23,1.12e-5
1990,F,Kaytie,23,1.12e-5
1990,F,Keianna,23,1.12e-5
1990,F,Keith,23,1.12e-5
1990,F,Kelle,23,1.12e-5
1990,F,Khaliah,23,1.12e-5
1990,F,Kimaya,23,1.12e-5
1990,F,Kimbra,23,1.12e-5
1990,F,Krislyn,23,1.12e-5
1990,F,Krystalyn,23,1.12e-5
1990,F,Laneisha,23,1.12e-5
1990,F,Lashundra,23,1.12e-5
1990,F,Laurissa,23,1.12e-5
1990,F,Lenore,23,1.12e-5
1990,F,Leondra,23,1.12e-5
1990,F,Leta,23,1.12e-5
1990,F,Letty,23,1.12e-5
1990,F,Lezlie,23,1.12e-5
1990,F,Lindi,23,1.12e-5
1990,F,Lynae,23,1.12e-5
1990,F,Makenzi,23,1.12e-5
1990,F,Malyssa,23,1.12e-5
1990,F,Maricel,23,1.12e-5
1990,F,Mariya,23,1.12e-5
1990,F,Markeshia,23,1.12e-5
1990,F,Marlayna,23,1.12e-5
1990,F,Marquise,23,1.12e-5
1990,F,Maygan,23,1.12e-5
1990,F,Melba,23,1.12e-5
1990,F,Mikia,23,1.12e-5
1990,F,My,23,1.12e-5
1990,F,Naisha,23,1.12e-5
1990,F,Nikisha,23,1.12e-5
1990,F,Nou,23,1.12e-5
1990,F,Payton,23,1.12e-5
1990,F,Raena,23,1.12e-5
1990,F,Raizel,23,1.12e-5
1990,F,Raneisha,23,1.12e-5
1990,F,Raquelle,23,1.12e-5
1990,F,Rasheedah,23,1.12e-5
1990,F,Remi,23,1.12e-5
1990,F,Safiya,23,1.12e-5
1990,F,Saidah,23,1.12e-5
1990,F,Saralyn,23,1.12e-5
1990,F,Shalon,23,1.12e-5
1990,F,Shalynn,23,1.12e-5
1990,F,Shaquitta,23,1.12e-5
1990,F,Shareen,23,1.12e-5
1990,F,Shaunda,23,1.12e-5
1990,F,Shauntae,23,1.12e-5
1990,F,Shaylynn,23,1.12e-5
1990,F,Shealyn,23,1.12e-5
1990,F,Sheng,23,1.12e-5
1990,F,Sherilyn,23,1.12e-5
1990,F,Shontay,23,1.12e-5
1990,F,Sima,23,1.12e-5
1990,F,Siri,23,1.12e-5
1990,F,Sonni,23,1.12e-5
1990,F,Suzana,23,1.12e-5
1990,F,Sydne,23,1.12e-5
1990,F,Tahlia,23,1.12e-5
1990,F,Taleah,23,1.12e-5
1990,F,Talor,23,1.12e-5
1990,F,Tamarra,23,1.12e-5
1990,F,Tasheka,23,1.12e-5
1990,F,Terika,23,1.12e-5
1990,F,Timber,23,1.12e-5
1990,F,Tinesha,23,1.12e-5
1990,F,Toi,23,1.12e-5
1990,F,Trevor,23,1.12e-5
1990,F,Vienna,23,1.12e-5
1990,F,Vivien,23,1.12e-5
1990,F,Vivienne,23,1.12e-5
1990,F,Yaneli,23,1.12e-5
1990,F,Abigael,22,1.071e-5
1990,F,Aditi,22,1.071e-5
1990,F,Aidee,22,1.071e-5
1990,F,Alaa,22,1.071e-5
1990,F,Aletha,22,1.071e-5
1990,F,Alta,22,1.071e-5
1990,F,Altagracia,22,1.071e-5
1990,F,Andreanna,22,1.071e-5
1990,F,Angelene,22,1.071e-5
1990,F,Ari,22,1.071e-5
1990,F,Artavia,22,1.071e-5
1990,F,Asusena,22,1.071e-5
1990,F,Bethanne,22,1.071e-5
1990,F,Blakely,22,1.071e-5
1990,F,Brette,22,1.071e-5
1990,F,Brittane,22,1.071e-5
1990,F,Bryna,22,1.071e-5
1990,F,Camry,22,1.071e-5
1990,F,Carlissa,22,1.071e-5
1990,F,Chance,22,1.071e-5
1990,F,Chesney,22,1.071e-5
1990,F,Cheyenna,22,1.071e-5
1990,F,Clarisse,22,1.071e-5
1990,F,Danee,22,1.071e-5
1990,F,Danessa,22,1.071e-5
1990,F,Darielle,22,1.071e-5
1990,F,Dashia,22,1.071e-5
1990,F,Demetrius,22,1.071e-5
1990,F,Deneisha,22,1.071e-5
1990,F,Dia,22,1.071e-5
1990,F,Diedre,22,1.071e-5
1990,F,Domenica,22,1.071e-5
1990,F,Donnisha,22,1.071e-5
1990,F,Dori,22,1.071e-5
1990,F,Eleana,22,1.071e-5
1990,F,Elin,22,1.071e-5
1990,F,Elinor,22,1.071e-5
1990,F,Erick,22,1.071e-5
1990,F,Felisa,22,1.071e-5
1990,F,Flavia,22,1.071e-5
1990,F,Gardenia,22,1.071e-5
1990,F,Georgianna,22,1.071e-5
1990,F,Germaine,22,1.071e-5
1990,F,Gerri,22,1.071e-5
1990,F,Heavenly,22,1.071e-5
1990,F,Hillarie,22,1.071e-5
1990,F,Jameelah,22,1.071e-5
1990,F,Jannah,22,1.071e-5
1990,F,Jara,22,1.071e-5
1990,F,Jeena,22,1.071e-5
1990,F,Joella,22,1.071e-5
1990,F,Joie,22,1.071e-5
1990,F,Karianne,22,1.071e-5
1990,F,Karimah,22,1.071e-5
1990,F,Kasia,22,1.071e-5
1990,F,Katelynd,22,1.071e-5
1990,F,Keasha,22,1.071e-5
1990,F,Keeli,22,1.071e-5
1990,F,Kensey,22,1.071e-5
1990,F,Keyerra,22,1.071e-5
1990,F,Korri,22,1.071e-5
1990,F,Kourtnee,22,1.071e-5
1990,F,Krystan,22,1.071e-5
1990,F,Kymberlee,22,1.071e-5
1990,F,Lamisha,22,1.071e-5
1990,F,Laquasha,22,1.071e-5
1990,F,Larisha,22,1.071e-5
1990,F,Latecia,22,1.071e-5
1990,F,Leesha,22,1.071e-5
1990,F,Lenae,22,1.071e-5
1990,F,Leonora,22,1.071e-5
1990,F,Letecia,22,1.071e-5
1990,F,Lexy,22,1.071e-5
1990,F,Linzi,22,1.071e-5
1990,F,Lyndee,22,1.071e-5
1990,F,Lynnsey,22,1.071e-5
1990,F,Machelle,22,1.071e-5
1990,F,Maggi,22,1.071e-5
1990,F,Malena,22,1.071e-5
1990,F,Marcelle,22,1.071e-5
1990,F,Maricarmen,22,1.071e-5
1990,F,Marlie,22,1.071e-5
1990,F,Marlina,22,1.071e-5
1990,F,Marva,22,1.071e-5
1990,F,Marylynn,22,1.071e-5
1990,F,Mckenzi,22,1.071e-5
1990,F,Megha,22,1.071e-5
1990,F,Memory,22,1.071e-5
1990,F,Merritt,22,1.071e-5
1990,F,Mi,22,1.071e-5
1990,F,Mikel,22,1.071e-5
1990,F,Misa,22,1.071e-5
1990,F,Monalisa,22,1.071e-5
1990,F,Mychelle,22,1.071e-5
1990,F,Narissa,22,1.071e-5
1990,F,Nicolina,22,1.071e-5
1990,F,Nya,22,1.071e-5
1990,F,Oscar,22,1.071e-5
1990,F,Perry,22,1.071e-5
1990,F,Prisma,22,1.071e-5
1990,F,Quenisha,22,1.071e-5
1990,F,Quinesha,22,1.071e-5
1990,F,Raeven,22,1.071e-5
1990,F,Rakia,22,1.071e-5
1990,F,Rashawnda,22,1.071e-5
1990,F,Rayne,22,1.071e-5
1990,F,Rivkah,22,1.071e-5
1990,F,Saida,22,1.071e-5
1990,F,Sandie,22,1.071e-5
1990,F,Sanjuana,22,1.071e-5
1990,F,Sarra,22,1.071e-5
1990,F,Serene,22,1.071e-5
1990,F,Shada,22,1.071e-5
1990,F,Shakema,22,1.071e-5
1990,F,Shakerra,22,1.071e-5
1990,F,Shalamar,22,1.071e-5
1990,F,Shalimar,22,1.071e-5
1990,F,Shandy,22,1.071e-5
1990,F,Shaniquia,22,1.071e-5
1990,F,Sharaya,22,1.071e-5
1990,F,Sharise,22,1.071e-5
1990,F,Sharissa,22,1.071e-5
1990,F,Sharlee,22,1.071e-5
1990,F,Shianna,22,1.071e-5
1990,F,Shiela,22,1.071e-5
1990,F,Shontel,22,1.071e-5
1990,F,Siena,22,1.071e-5
1990,F,Sunita,22,1.071e-5
1990,F,Syeda,22,1.071e-5
1990,F,Talicia,22,1.071e-5
1990,F,Tanea,22,1.071e-5
1990,F,Tantania,22,1.071e-5
1990,F,Tanzania,22,1.071e-5
1990,F,Tashanna,22,1.071e-5
1990,F,Tashika,22,1.071e-5
1990,F,Teddi,22,1.071e-5
1990,F,Terran,22,1.071e-5
1990,F,Tiaira,22,1.071e-5
1990,F,Tran,22,1.071e-5
1990,F,Trish,22,1.071e-5
1990,F,Vida,22,1.071e-5
1990,F,Ximena,22,1.071e-5
1990,F,Zipporah,22,1.071e-5
1990,F,Zulma,22,1.071e-5
1990,F,Alberto,21,1.022e-5
1990,F,Alexie,21,1.022e-5
1990,F,Alicea,21,1.022e-5
1990,F,Allena,21,1.022e-5
1990,F,Amia,21,1.022e-5
1990,F,Anabell,21,1.022e-5
1990,F,Anaid,21,1.022e-5
1990,F,Andrina,21,1.022e-5
1990,F,Angeles,21,1.022e-5
1990,F,Anquanette,21,1.022e-5
1990,F,Armida,21,1.022e-5
1990,F,Ayisha,21,1.022e-5
1990,F,Batsheva,21,1.022e-5
1990,F,Berenise,21,1.022e-5
1990,F,Blima,21,1.022e-5
1990,F,Breeanne,21,1.022e-5
1990,F,Brena,21,1.022e-5
1990,F,Canesha,21,1.022e-5
1990,F,Carisma,21,1.022e-5
1990,F,Cassady,21,1.022e-5
1990,F,Channell,21,1.022e-5
1990,F,Chantay,21,1.022e-5
1990,F,Chayla,21,1.022e-5
1990,F,Chevelle,21,1.022e-5
1990,F,Chinyere,21,1.022e-5
1990,F,Christain,21,1.022e-5
1990,F,Corinn,21,1.022e-5
1990,F,Courtny,21,1.022e-5
1990,F,Cruz,21,1.022e-5
1990,F,Cyndy,21,1.022e-5
1990,F,Darien,21,1.022e-5
1990,F,Davon,21,1.022e-5
1990,F,Denyse,21,1.022e-5
1990,F,Diamonique,21,1.022e-5
1990,F,Dierra,21,1.022e-5
1990,F,Doneisha,21,1.022e-5
1990,F,Dreama,21,1.022e-5
1990,F,Edlyn,21,1.022e-5
1990,F,Eduardo,21,1.022e-5
1990,F,Elizebeth,21,1.022e-5
1990,F,Emelie,21,1.022e-5
1990,F,Etta,21,1.022e-5
1990,F,Evelynn,21,1.022e-5
1990,F,Gisele,21,1.022e-5
1990,F,Halle,21,1.022e-5
1990,F,Hayle,21,1.022e-5
1990,F,Ilyssa,21,1.022e-5
1990,F,Irais,21,1.022e-5
1990,F,Isa,21,1.022e-5
1990,F,Jacee,21,1.022e-5
1990,F,Jackelin,21,1.022e-5
1990,F,Jalecia,21,1.022e-5
1990,F,Jalesia,21,1.022e-5
1990,F,Jalysa,21,1.022e-5
1990,F,Jameisha,21,1.022e-5
1990,F,Jamelia,21,1.022e-5
1990,F,Janica,21,1.022e-5
1990,F,Jaquisha,21,1.022e-5
1990,F,Jared,21,1.022e-5
1990,F,Jayci,21,1.022e-5
1990,F,Jennalee,21,1.022e-5
1990,F,Jessilyn,21,1.022e-5
1990,F,Jona,21,1.022e-5
1990,F,Jordanna,21,1.022e-5
1990,F,Joseline,21,1.022e-5
1990,F,Kalei,21,1.022e-5
1990,F,Kareen,21,1.022e-5
1990,F,Kasheena,21,1.022e-5
1990,F,Kashia,21,1.022e-5
1990,F,Kathlene,21,1.022e-5
1990,F,Kathrina,21,1.022e-5
1990,F,Katiana,21,1.022e-5
1990,F,Kawana,21,1.022e-5
1990,F,Keleigh,21,1.022e-5
1990,F,Kellianne,21,1.022e-5
1990,F,Kellsey,21,1.022e-5
1990,F,Kerrin,21,1.022e-5
1990,F,Kitty,21,1.022e-5
1990,F,Kristeen,21,1.022e-5
1990,F,Kyera,21,1.022e-5
1990,F,Lamanda,21,1.022e-5
1990,F,Lamia,21,1.022e-5
1990,F,Laporsche,21,1.022e-5
1990,F,Leisa,21,1.022e-5
1990,F,Leola,21,1.022e-5
1990,F,Lesha,21,1.022e-5
1990,F,Liesl,21,1.022e-5
1990,F,Lorinda,21,1.022e-5
1990,F,Lura,21,1.022e-5
1990,F,Lynsi,21,1.022e-5
1990,F,Lysa,21,1.022e-5
1990,F,Madelene,21,1.022e-5
1990,F,Mahala,21,1.022e-5
1990,F,Manisha,21,1.022e-5
1990,F,Marche,21,1.022e-5
1990,F,Margeaux,21,1.022e-5
1990,F,Maritsa,21,1.022e-5
1990,F,Marshay,21,1.022e-5
1990,F,Marysa,21,1.022e-5
1990,F,Maurissa,21,1.022e-5
1990,F,Medina,21,1.022e-5
1990,F,Meesha,21,1.022e-5
1990,F,Mei,21,1.022e-5
1990,F,Meighan,21,1.022e-5
1990,F,Meliza,21,1.022e-5
1990,F,Melodi,21,1.022e-5
1990,F,Merari,21,1.022e-5
1990,F,Micayla,21,1.022e-5
1990,F,Micheal,21,1.022e-5
1990,F,Micki,21,1.022e-5
1990,F,Midori,21,1.022e-5
1990,F,Mila,21,1.022e-5
1990,F,Mitchelle,21,1.022e-5
1990,F,Mitzy,21,1.022e-5
1990,F,Nadirah,21,1.022e-5
1990,F,Nanette,21,1.022e-5
1990,F,Nastasha,21,1.022e-5
1990,F,Natia,21,1.022e-5
1990,F,Nilda,21,1.022e-5
1990,F,Nyisha,21,1.022e-5
1990,F,Omayra,21,1.022e-5
1990,F,Peter,21,1.022e-5
1990,F,Quianna,21,1.022e-5
1990,F,Rabia,21,1.022e-5
1990,F,Rashae,21,1.022e-5
1990,F,Regine,21,1.022e-5
1990,F,Rickie,21,1.022e-5
1990,F,Robynn,21,1.022e-5
1990,F,Rowena,21,1.022e-5
1990,F,Rudi,21,1.022e-5
1990,F,Samanthia,21,1.022e-5
1990,F,Samar,21,1.022e-5
1990,F,Santa,21,1.022e-5
1990,F,Saskia,21,1.022e-5
1990,F,Sendy,21,1.022e-5
1990,F,Sera,21,1.022e-5
1990,F,Serafina,21,1.022e-5
1990,F,Shaday,21,1.022e-5
1990,F,Shakila,21,1.022e-5
1990,F,Shalana,21,1.022e-5
1990,F,Shanti,21,1.022e-5
1990,F,Sharena,21,1.022e-5
1990,F,Shaundra,21,1.022e-5
1990,F,Shawntay,21,1.022e-5
1990,F,Shawntell,21,1.022e-5
1990,F,Sherese,21,1.022e-5
1990,F,Shondra,21,1.022e-5
1990,F,Shontavia,21,1.022e-5
1990,F,Shontell,21,1.022e-5
1990,F,Shyra,21,1.022e-5
1990,F,Skyy,21,1.022e-5
1990,F,Soleil,21,1.022e-5
1990,F,Sully,21,1.022e-5
1990,F,Tal,21,1.022e-5
1990,F,Tanasha,21,1.022e-5
1990,F,Taneika,21,1.022e-5
1990,F,Tashae,21,1.022e-5
1990,F,Tashauna,21,1.022e-5
1990,F,Teairra,21,1.022e-5
1990,F,Teala,21,1.022e-5
1990,F,Terrah,21,1.022e-5
1990,F,Tonie,21,1.022e-5
1990,F,Vaness,21,1.022e-5
1990,F,Venice,21,1.022e-5
1990,F,Whitlee,21,1.022e-5
1990,F,Yashira,21,1.022e-5
1990,F,Ysamar,21,1.022e-5
1990,F,Zahira,21,1.022e-5
1990,F,Zeinab,21,1.022e-5
1990,F,Zoya,21,1.022e-5
1990,F,Abbe,20,9.74e-6
1990,F,Abrianna,20,9.74e-6
1990,F,Adair,20,9.74e-6
1990,F,Aiyana,20,9.74e-6
1990,F,Akela,20,9.74e-6
1990,F,Alexcia,20,9.74e-6
1990,F,Alexius,20,9.74e-6
1990,F,Alfreda,20,9.74e-6
1990,F,Alley,20,9.74e-6
1990,F,Amna,20,9.74e-6
1990,F,Anneke,20,9.74e-6
1990,F,Anthea,20,9.74e-6
1990,F,Ariadna,20,9.74e-6
1990,F,Arlette,20,9.74e-6
1990,F,Artisha,20,9.74e-6
1990,F,Aryana,20,9.74e-6
1990,F,Audreana,20,9.74e-6
1990,F,Aylssa,20,9.74e-6
1990,F,Bambi,20,9.74e-6
1990,F,Bari,20,9.74e-6
1990,F,Beverley,20,9.74e-6
1990,F,Blakeley,20,9.74e-6
1990,F,Branda,20,9.74e-6
1990,F,Breaunna,20,9.74e-6
1990,F,Breianna,20,9.74e-6
1990,F,Bridney,20,9.74e-6
1990,F,Brigit,20,9.74e-6
1990,F,Carlina,20,9.74e-6
1990,F,Carolanne,20,9.74e-6
1990,F,Charlese,20,9.74e-6
1990,F,Charletta,20,9.74e-6
1990,F,Chelci,20,9.74e-6
1990,F,Chenise,20,9.74e-6
1990,F,Chrysta,20,9.74e-6
1990,F,Ciana,20,9.74e-6
1990,F,Corena,20,9.74e-6
1990,F,Corynn,20,9.74e-6
1990,F,Courtnei,20,9.74e-6
1990,F,Cristie,20,9.74e-6
1990,F,Crystel,20,9.74e-6
1990,F,Dashawna,20,9.74e-6
1990,F,Dayla,20,9.74e-6
1990,F,December,20,9.74e-6
1990,F,Dejanae,20,9.74e-6
1990,F,Deloris,20,9.74e-6
1990,F,Destani,20,9.74e-6
1990,F,Dimitra,20,9.74e-6
1990,F,Dustie,20,9.74e-6
1990,F,Emmily,20,9.74e-6
1990,F,Ericia,20,9.74e-6
1990,F,Eulalia,20,9.74e-6
1990,F,Evelia,20,9.74e-6
1990,F,Evon,20,9.74e-6
1990,F,Gentry,20,9.74e-6
1990,F,Gigi,20,9.74e-6
1990,F,Gittel,20,9.74e-6
1990,F,Hala,20,9.74e-6
1990,F,Hinda,20,9.74e-6
1990,F,Hira,20,9.74e-6
1990,F,Huda,20,9.74e-6
1990,F,Italia,20,9.74e-6
1990,F,Jackilyn,20,9.74e-6
1990,F,Jamilia,20,9.74e-6
1990,F,Jamine,20,9.74e-6
1990,F,Jaritza,20,9.74e-6
1990,F,Jassmine,20,9.74e-6
1990,F,Javon,20,9.74e-6
1990,F,Jaynie,20,9.74e-6
1990,F,Jolyn,20,9.74e-6
1990,F,Jonita,20,9.74e-6
1990,F,Joselin,20,9.74e-6
1990,F,Judi,20,9.74e-6
1990,F,Kaitlynne,20,9.74e-6
1990,F,Kamila,20,9.74e-6
1990,F,Kansas,20,9.74e-6
1990,F,Karrissa,20,9.74e-6
1990,F,Katera,20,9.74e-6
1990,F,Katrena,20,9.74e-6
1990,F,Kea,20,9.74e-6
1990,F,Kelliann,20,9.74e-6
1990,F,Kemberly,20,9.74e-6
1990,F,Kenitra,20,9.74e-6
1990,F,Kenyada,20,9.74e-6
1990,F,Kiauna,20,9.74e-6
1990,F,Ladawn,20,9.74e-6
1990,F,Lakeysha,20,9.74e-6
1990,F,Lanee,20,9.74e-6
1990,F,Laporche,20,9.74e-6
1990,F,Laportia,20,9.74e-6
1990,F,Lashandra,20,9.74e-6
1990,F,Lashanna,20,9.74e-6
1990,F,Lashara,20,9.74e-6
1990,F,Lasheena,20,9.74e-6
1990,F,Lasonya,20,9.74e-6
1990,F,Latasia,20,9.74e-6
1990,F,Lateesha,20,9.74e-6
1990,F,Lavinia,20,9.74e-6
1990,F,Leatrice,20,9.74e-6
1990,F,Lekeshia,20,9.74e-6
1990,F,Linley,20,9.74e-6
1990,F,Livia,20,9.74e-6
1990,F,Lovely,20,9.74e-6
1990,F,Luann,20,9.74e-6
1990,F,Luci,20,9.74e-6
1990,F,Madilyn,20,9.74e-6
1990,F,Maiya,20,9.74e-6
1990,F,Marica,20,9.74e-6
1990,F,Maryanna,20,9.74e-6
1990,F,Marylin,20,9.74e-6
1990,F,Mason,20,9.74e-6
1990,F,Mataya,20,9.74e-6
1990,F,Matika,20,9.74e-6
1990,F,Mckinzie,20,9.74e-6
1990,F,Mellanie,20,9.74e-6
1990,F,Merrill,20,9.74e-6
1990,F,Mickie,20,9.74e-6
1990,F,Mitchell,20,9.74e-6
1990,F,Mysti,20,9.74e-6
1990,F,Naimah,20,9.74e-6
1990,F,Naya,20,9.74e-6
1990,F,Pandora,20,9.74e-6
1990,F,Parker,20,9.74e-6
1990,F,Patti,20,9.74e-6
1990,F,Porschia,20,9.74e-6
1990,F,Quintessa,20,9.74e-6
1990,F,Ramsey,20,9.74e-6
1990,F,Rasha,20,9.74e-6
1990,F,Rashaunda,20,9.74e-6
1990,F,Rayann,20,9.74e-6
1990,F,Reann,20,9.74e-6
1990,F,Ricci,20,9.74e-6
1990,F,Rona,20,9.74e-6
1990,F,Ronnesha,20,9.74e-6
1990,F,Rudy,20,9.74e-6
1990,F,Sadi,20,9.74e-6
1990,F,Sebrina,20,9.74e-6
1990,F,Sequoya,20,9.74e-6
1990,F,Shakeena,20,9.74e-6
1990,F,Shalise,20,9.74e-6
1990,F,Shandrea,20,9.74e-6
1990,F,Shaneequa,20,9.74e-6
1990,F,Shanekia,20,9.74e-6
1990,F,Shanikqua,20,9.74e-6
1990,F,Shanisha,20,9.74e-6
1990,F,Shannen,20,9.74e-6
1990,F,Sharese,20,9.74e-6
1990,F,Sharniece,20,9.74e-6
1990,F,Shaylin,20,9.74e-6
1990,F,Shekia,20,9.74e-6
1990,F,Shereka,20,9.74e-6
1990,F,Shiniqua,20,9.74e-6
1990,F,Solana,20,9.74e-6
1990,F,Sonal,20,9.74e-6
1990,F,Stephanee,20,9.74e-6
1990,F,Syreeta,20,9.74e-6
1990,F,Tacarra,20,9.74e-6
1990,F,Tanishia,20,9.74e-6
1990,F,Tashena,20,9.74e-6
1990,F,Tatjana,20,9.74e-6
1990,F,Tedra,20,9.74e-6
1990,F,Teona,20,9.74e-6
1990,F,Terrell,20,9.74e-6
1990,F,Tiyana,20,9.74e-6
1990,F,Trenice,20,9.74e-6
1990,F,Tresa,20,9.74e-6
1990,F,Trishia,20,9.74e-6
